14555606,2007-12-11T23:26:22Z
14581694,2007-12-13T12:23:42Z
14583807,2007-12-13T12:54:30Z
14586796,2007-12-13T15:11:02Z
14590615,2007-12-13T23:15:19Z
14580583,2007-12-14T01:21:32Z
14556916,2007-12-14T18:35:30Z
14604282,2007-12-15T00:43:15Z
14609875,2007-12-15T04:06:36Z
14579715,2007-12-17T12:25:53Z
14652963,2007-12-18T12:16:40Z
14670026,2007-12-19T08:14:28Z
14657595,2007-12-19T12:18:40Z
14675699,2007-12-19T17:02:53Z
13321091,2007-12-22T04:22:19Z
14721538,2007-12-23T01:05:34Z
14732467,2007-12-23T23:21:34Z
14689848,2007-12-24T16:15:59Z
14779185,2007-12-26T06:48:57Z
14789375,2007-12-27T21:11:03Z
14811419,2007-12-28T13:06:07Z
14850686,2007-12-30T15:47:37Z
14888308,2008-01-02T04:04:54Z
14833874,2008-01-02T23:20:33Z
14523449,2008-01-03T11:10:05Z
14906876,2008-01-03T17:19:03Z
14910033,2008-01-03T17:26:05Z
14937158,2008-01-05T18:27:21Z
14982048,2008-01-08T15:53:05Z
14923763,2008-01-08T23:19:40Z
15003159,2008-01-09T15:40:05Z
15013369,2008-01-10T02:48:11Z
15018411,2008-01-10T16:37:37Z
15027712,2008-01-11T03:16:36Z
15029389,2008-01-12T02:22:24Z
15102079,2008-01-13T09:26:38Z
15081933,2008-01-13T17:47:39Z
15110601,2008-01-15T07:46:42Z
15114367,2008-01-15T17:39:12Z
15126428,2008-01-16T07:21:32Z
15206090,2008-01-21T01:07:10Z
15153984,2008-01-21T18:22:46Z
15223262,2008-01-22T02:56:58Z
15261959,2008-01-24T01:27:34Z
15277884,2008-01-24T20:20:41Z
15223423,2008-01-26T01:24:30Z
15301632,2008-01-26T01:45:21Z
15303606,2008-01-26T05:56:02Z
15302831,2008-01-26T15:51:03Z
15305118,2008-01-26T19:05:09Z
15319738,2008-01-27T14:22:51Z
15333322,2008-01-27T22:02:58Z
15341661,2008-01-29T00:06:40Z
15370119,2008-01-30T13:02:50Z
15277129,2008-01-30T13:08:05Z
15381724,2008-01-30T19:47:11Z
15391953,2008-01-31T04:17:05Z
15365129,2008-01-31T18:13:17Z
15399876,2008-01-31T18:34:01Z
15402600,2008-02-01T00:12:32Z
15385911,2008-02-01T00:19:01Z
15413877,2008-02-03T20:45:57Z
10105878,2008-02-04T13:26:54Z
15365241,2008-02-05T15:10:18Z
15487748,2008-02-06T00:12:31Z
15103781,2008-02-06T01:56:19Z
15496443,2008-02-06T19:28:48Z
15570923,2008-02-10T16:16:55Z
15499137,2008-02-12T17:45:42Z
15624965,2008-02-13T16:55:00Z
14582847,2008-02-14T10:15:35Z
15621555,2008-02-15T12:09:05Z
15665309,2008-02-16T03:34:20Z
15667411,2008-02-17T02:23:37Z
15686079,2008-02-17T20:26:17Z
15685367,2008-02-17T22:03:49Z
15692000,2008-02-17T23:51:23Z
15706413,2008-02-19T04:43:21Z
15710806,2008-02-20T16:56:16Z
15744406,2008-02-20T22:37:12Z
15760732,2008-02-22T00:21:58Z
15769045,2008-02-22T18:29:22Z
15774009,2008-02-23T02:22:26Z
15810168,2008-02-24T21:04:03Z
15828831,2008-02-26T19:11:25Z
15855299,2008-02-27T22:43:32Z
15872746,2008-02-28T04:42:08Z
15897819,2008-02-29T19:55:43Z
15923573,2008-03-02T04:05:29Z
16062160,2008-03-03T00:22:17Z
15969620,2008-03-04T20:11:47Z
16010117,2008-03-07T00:03:10Z
16053578,2008-03-10T17:33:04Z
16063177,2008-03-10T22:11:35Z
16061691,2008-03-12T01:43:49Z
16108567,2008-03-12T16:37:09Z
16122103,2008-03-13T20:20:16Z
16148663,2008-03-14T09:16:42Z
16160363,2008-03-14T16:31:46Z
15057355,2008-03-15T07:04:19Z
16214829,2008-03-17T21:12:21Z
16223738,2008-03-17T21:33:55Z
16089646,2008-03-18T04:20:37Z
16327403,2008-03-20T13:31:14Z
16276960,2008-03-20T19:57:58Z
16302174,2008-03-22T03:50:45Z
2492619,2008-03-26T14:13:10Z
16374139,2008-03-27T14:28:13Z
16522985,2008-03-31T15:50:24Z
7526459,2008-03-31T17:06:25Z
16556659,2008-04-01T16:24:11Z
16605426,2008-04-03T04:07:26Z
16614677,2008-04-03T15:09:00Z
16753159,2008-04-11T01:22:29Z
16748784,2008-04-11T09:41:31Z
16773339,2008-04-14T01:16:11Z
16609968,2008-04-14T20:28:53Z
16821698,2008-04-15T07:04:55Z
16962446,2008-04-23T19:44:42Z
16969128,2008-04-24T11:56:54Z
16998829,2008-04-26T01:02:38Z
17003599,2008-04-30T00:49:28Z
17039695,2008-05-01T11:38:39Z
17104686,2008-05-01T23:49:25Z
17057034,2008-05-02T22:11:17Z
17157407,2008-05-05T09:52:20Z
17252986,2008-05-11T05:51:52Z
17269281,2008-05-12T14:24:25Z
17264657,2008-05-13T15:39:30Z
17287318,2008-05-14T22:30:12Z
17334669,2008-05-16T10:07:10Z
17351736,2008-05-17T10:22:37Z
17412931,2008-05-21T09:55:15Z
17426226,2008-05-22T14:26:43Z
17418691,2008-05-24T02:44:38Z
17479967,2008-05-24T23:05:56Z
17511838,2008-05-27T14:17:02Z
17532417,2008-05-27T23:15:53Z
17589791,2008-06-02T21:57:29Z
17645875,2008-06-04T00:58:49Z
17654257,2008-06-06T10:18:09Z
17695728,2008-06-07T07:01:44Z
