6,2,{'sign': 1}
6,5,{'sign': 1}
6,4,{'sign': 1}
6,7,{'sign': 1}
6,114,{'sign': 1}
6,32,{'sign': 1}
6,173,{'sign': 1}
6,258,{'sign': 1}
6,268,{'sign': 1}
6,219,{'sign': 1}
6,198,{'sign': 1}
6,35,{'sign': 1}
6,664,{'sign': 1}
6,937,{'sign': 1}
6,384,{'sign': 1}
6,521,{'sign': 1}
6,280,{'sign': 1}
6,687,{'sign': 1}
6,1386,{'sign': 1}
6,537,{'sign': 1}
6,1317,{'sign': 1}
6,1566,{'sign': 1}
6,2034,{'sign': 1}
6,2455,{'sign': 1}
6,1383,{'sign': 0}
6,1810,{'sign': 1}
6,2028,{'sign': 1}
6,1363,{'sign': 1}
6,10,{'sign': 1}
6,1,{'sign': 1}
6,1018,{'sign': 1}
6,1832,{'sign': 1}
6,1624,{'sign': 1}
6,550,{'sign': 1}
6,1331,{'sign': 0}
6,2642,{'sign': 1}
6,856,{'sign': 1}
6,2188,{'sign': 1}
6,2187,{'sign': 1}
6,1752,{'sign': 1}
2,21,{'sign': 1}
2,20,{'sign': 1}
2,4,{'sign': 1}
2,54,{'sign': 1}
2,132,{'sign': 1}
2,3,{'sign': 1}
2,142,{'sign': 1}
2,110,{'sign': 1}
2,149,{'sign': 1}
2,166,{'sign': 1}
2,156,{'sign': 1}
2,1,{'sign': 1}
2,7,{'sign': 1}
2,60,{'sign': 1}
2,62,{'sign': 1}
2,77,{'sign': 1}
2,198,{'sign': 1}
2,455,{'sign': 1}
2,401,{'sign': 1}
2,632,{'sign': 1}
2,658,{'sign': 1}
2,516,{'sign': 1}
2,651,{'sign': 1}
2,758,{'sign': 1}
2,744,{'sign': 1}
2,634,{'sign': 1}
2,732,{'sign': 1}
2,13,{'sign': 1}
2,779,{'sign': 1}
2,654,{'sign': 1}
2,202,{'sign': 1}
2,832,{'sign': 0}
2,204,{'sign': 0}
2,1363,{'sign': 1}
2,167,{'sign': 1}
2,39,{'sign': 1}
2,223,{'sign': 1}
2,245,{'sign': 1}
2,178,{'sign': 1}
